 login      , tradeInstruction                       , quantity 
1000000046,buy volume=345 symbol=EURUSD price=1.5,100
1000000047,buy volume=345 symbol=EURUSD price=1.5,100
1000000048,buy volume=345 symbol=EURUSD price=1.5,100
1000000049,buy volume=345 symbol=EURUSD price=1.5,100
1000000050,buy volume=345 symbol=EURUSD price=1.5,100
1000000051,buy volume=345 symbol=EURUSD price=1.5,100
1000000052,buy volume=345 symbol=EURUSD price=1.5,100
1000000053,buy volume=345 symbol=EURUSD price=1.5,100
1000000054,buy volume=345 symbol=EURUSD price=1.5,100
1000000055,buy volume=345 symbol=EURUSD price=1.5,100
1000000056,buy volume=345 symbol=EURUSD price=1.5,100
1000000057,buy volume=345 symbol=EURUSD price=1.5,100
1000000058,buy volume=345 symbol=EURUSD price=1.5,100
1000000059,buy volume=345 symbol=EURUSD price=1.5,100
1000000060,buy volume=345 symbol=EURUSD price=1.5,100
1000000061,buy volume=345 symbol=EURUSD price=1.5,100
1000000062,buy volume=345 symbol=EURUSD price=1.5,100
1000000063,buy volume=345 symbol=EURUSD price=1.5,100
1000000064,buy volume=345 symbol=EURUSD price=1.5,100
1000000065,buy volume=345 symbol=EURUSD price=1.5,100
1000000066,buy volume=345 symbol=EURUSD price=1.5,100
1000000067,buy volume=345 symbol=EURUSD price=1.5,100
1000000068,buy volume=345 symbol=EURUSD price=1.5,100
1000000069,buy volume=345 symbol=EURUSD price=1.5,100
1000000070,buy volume=345 symbol=EURUSD price=1.5,100
1000000071,buy volume=345 symbol=EURUSD price=1.5,100
1000000072,buy volume=345 symbol=EURUSD price=1.5,100
1000000073,buy volume=345 symbol=EURUSD price=1.5,100
1000000074,buy volume=345 symbol=EURUSD price=1.5,100
1000000075,buy volume=345 symbol=EURUSD price=1.5,100
1000000076,buy volume=345 symbol=EURUSD price=1.5,100
1000000077,buy volume=345 symbol=EURUSD price=1.5,100
1000000078,buy volume=345 symbol=EURUSD price=1.5,100
1000000079,buy volume=345 symbol=EURUSD price=1.5,100
1000000080,buy volume=345 symbol=EURUSD price=1.5,100
1000000081,buy volume=345 symbol=EURUSD price=1.5,100
1000000082,buy volume=345 symbol=EURUSD price=1.5,100
1000000083,buy volume=345 symbol=EURUSD price=1.5,100
1000000084,buy volume=345 symbol=EURUSD price=1.5,100
1000000085,buy volume=345 symbol=EURUSD price=1.5,100
1000000086,buy volume=345 symbol=EURUSD price=1.5,100
1000000087,buy volume=345 symbol=EURUSD price=1.5,100
1000000088,buy volume=345 symbol=EURUSD price=1.5,100
1000000089,buy volume=345 symbol=EURUSD price=1.5,100
1000000090,buy volume=345 symbol=EURUSD price=1.5,100
1000000091,buy volume=345 symbol=EURUSD price=1.5,100
1000000092,buy volume=345 symbol=EURUSD price=1.5,100
1000000093,buy volume=345 symbol=EURUSD price=1.5,100
1000000094,buy volume=345 symbol=EURUSD price=1.5,100
1000000095,buy volume=345 symbol=EURUSD price=1.5,100
1000000096,buy volume=345 symbol=EURUSD price=1.5,100
1000000097,buy volume=345 symbol=EURUSD price=1.5,100
1000000098,buy volume=345 symbol=EURUSD price=1.5,100
1000000099,buy volume=345 symbol=EURUSD price=1.5,100
1000000100,buy volume=345 symbol=EURUSD price=1.5,100
1000000101,buy volume=345 symbol=EURUSD price=1.5,100
1000000102,buy volume=345 symbol=EURUSD price=1.5,100
1000000103,buy volume=345 symbol=EURUSD price=1.5,100
1000000104,buy volume=345 symbol=EURUSD price=1.5,100
1000000105,buy volume=345 symbol=EURUSD price=1.5,100
1000000106,buy volume=345 symbol=EURUSD price=1.5,100
1000000107,buy volume=345 symbol=EURUSD price=1.5,100
1000000108,buy volume=345 symbol=EURUSD price=1.5,100
1000000109,buy volume=345 symbol=EURUSD price=1.5,100
1000000110,buy volume=345 symbol=EURUSD price=1.5,100
1000000111,buy volume=345 symbol=EURUSD price=1.5,100
1000000112,buy volume=345 symbol=EURUSD price=1.5,100
1000000113,buy volume=345 symbol=EURUSD price=1.5,100
1000000114,buy volume=345 symbol=EURUSD price=1.5,100
1000000115,buy volume=345 symbol=EURUSD price=1.5,100
1000000116,buy volume=345 symbol=EURUSD price=1.5,100
1000000117,buy volume=345 symbol=EURUSD price=1.5,100
1000000118,buy volume=345 symbol=EURUSD price=1.5,100
1000000119,buy volume=345 symbol=EURUSD price=1.5,100
1000000120,buy volume=345 symbol=EURUSD price=1.5,100
1000000121,buy volume=345 symbol=EURUSD price=1.5,100
1000000122,buy volume=345 symbol=EURUSD price=1.5,100
1000000123,buy volume=345 symbol=EURUSD price=1.5,100
1000000124,buy volume=345 symbol=EURUSD price=1.5,100
1000000125,buy volume=345 symbol=EURUSD price=1.5,100
1000000126,buy volume=345 symbol=EURUSD price=1.5,100
1000000127,buy volume=345 symbol=EURUSD price=1.5,100
1000000128,buy volume=345 symbol=EURUSD price=1.5,100
1000000129,buy volume=345 symbol=EURUSD price=1.5,100
1000000130,buy volume=345 symbol=EURUSD price=1.5,100
1000000131,buy volume=345 symbol=EURUSD price=1.5,100
1000000132,buy volume=345 symbol=EURUSD price=1.5,100
1000000133,buy volume=345 symbol=EURUSD price=1.5,100
1000000134,buy volume=345 symbol=EURUSD price=1.5,100
1000000135,buy volume=345 symbol=EURUSD price=1.5,100
1000000136,buy volume=345 symbol=EURUSD price=1.5,100
1000000137,buy volume=345 symbol=EURUSD price=1.5,100
1000000138,buy volume=345 symbol=EURUSD price=1.5,100
1000000139,buy volume=345 symbol=EURUSD price=1.5,100
1000000140,buy volume=345 symbol=EURUSD price=1.5,100
1000000141,buy volume=345 symbol=EURUSD price=1.5,100
1000000142,buy volume=345 symbol=EURUSD price=1.5,100
1000000143,buy volume=345 symbol=EURUSD price=1.5,100
1000000144,buy volume=345 symbol=EURUSD price=1.5,100
1000000145,buy volume=345 symbol=EURUSD price=1.5,100
1000000146,buy volume=345 symbol=EURUSD price=1.5,100
1000000147,buy volume=345 symbol=EURUSD price=1.5,100
1000000148,buy volume=345 symbol=EURUSD price=1.5,100
1000000149,buy volume=345 symbol=EURUSD price=1.5,100
1000000150,buy volume=345 symbol=EURUSD price=1.5,100
1000000151,buy volume=345 symbol=EURUSD price=1.5,100
1000000152,buy volume=345 symbol=EURUSD price=1.5,100
1000000153,buy volume=345 symbol=EURUSD price=1.5,100
1000000154,buy volume=345 symbol=EURUSD price=1.5,100
1000000155,buy volume=345 symbol=EURUSD price=1.5,100
1000000156,buy volume=345 symbol=EURUSD price=1.5,100
1000000157,buy volume=345 symbol=EURUSD price=1.5,100
1000000158,buy volume=345 symbol=EURUSD price=1.5,100
1000000159,buy volume=345 symbol=EURUSD price=1.5,100
1000000160,buy volume=345 symbol=EURUSD price=1.5,100
1000000161,buy volume=345 symbol=EURUSD price=1.5,100
1000000162,buy volume=345 symbol=EURUSD price=1.5,100
1000000163,buy volume=345 symbol=EURUSD price=1.5,100
1000000164,buy volume=345 symbol=EURUSD price=1.5,100
1000000165,buy volume=345 symbol=EURUSD price=1.5,100
1000000166,buy volume=345 symbol=EURUSD price=1.5,100
1000000167,buy volume=345 symbol=EURUSD price=1.5,100
1000000168,buy volume=345 symbol=EURUSD price=1.5,100
1000000169,buy volume=345 symbol=EURUSD price=1.5,100
1000000170,buy volume=345 symbol=EURUSD price=1.5,100
1000000171,buy volume=345 symbol=EURUSD price=1.5,100
1000000172,buy volume=345 symbol=EURUSD price=1.5,100
1000000173,buy volume=345 symbol=EURUSD price=1.5,100
1000000174,buy volume=345 symbol=EURUSD price=1.5,100
1000000175,buy volume=345 symbol=EURUSD price=1.5,100
1000000176,buy volume=345 symbol=EURUSD price=1.5,100
1000000177,buy volume=345 symbol=EURUSD price=1.5,100
1000000178,buy volume=345 symbol=EURUSD price=1.5,100
1000000179,buy volume=345 symbol=EURUSD price=1.5,100
1000000180,buy volume=345 symbol=EURUSD price=1.5,100
1000000181,buy volume=345 symbol=EURUSD price=1.5,100
1000000182,buy volume=345 symbol=EURUSD price=1.5,100
1000000183,buy volume=345 symbol=EURUSD price=1.5,100
1000000184,buy volume=345 symbol=EURUSD price=1.5,100
1000000185,buy volume=345 symbol=EURUSD price=1.5,100
1000000186,buy volume=345 symbol=EURUSD price=1.5,100
1000000187,buy volume=345 symbol=EURUSD price=1.5,100
1000000188,buy volume=345 symbol=EURUSD price=1.5,100
1000000189,buy volume=345 symbol=EURUSD price=1.5,100
1000000190,buy volume=345 symbol=EURUSD price=1.5,100
1000000191,buy volume=345 symbol=EURUSD price=1.5,100
1000000192,buy volume=345 symbol=EURUSD price=1.5,100
1000000193,buy volume=345 symbol=EURUSD price=1.5,100
1000000194,buy volume=345 symbol=EURUSD price=1.5,100
1000000195,buy volume=345 symbol=EURUSD price=1.5,100
1000000196,buy volume=345 symbol=EURUSD price=1.5,100
1000000197,buy volume=345 symbol=EURUSD price=1.5,100
1000000198,buy volume=345 symbol=EURUSD price=1.5,100
1000000199,buy volume=345 symbol=EURUSD price=1.5,100
1000000200,buy volume=345 symbol=EURUSD price=1.5,100
1000000201,buy volume=345 symbol=EURUSD price=1.5,100
1000000202,buy volume=345 symbol=EURUSD price=1.5,100
1000000203,buy volume=345 symbol=EURUSD price=1.5,100
1000000204,buy volume=345 symbol=EURUSD price=1.5,100
1000000205,buy volume=345 symbol=EURUSD price=1.5,100
1000000206,buy volume=345 symbol=EURUSD price=1.5,100
1000000207,buy volume=345 symbol=EURUSD price=1.5,100
1000000208,buy volume=345 symbol=EURUSD price=1.5,100
1000000209,buy volume=345 symbol=EURUSD price=1.5,100
1000000210,buy volume=345 symbol=EURUSD price=1.5,100
1000000211,buy volume=345 symbol=EURUSD price=1.5,100
1000000212,buy volume=345 symbol=EURUSD price=1.5,100
1000000213,buy volume=345 symbol=EURUSD price=1.5,100
1000000214,buy volume=345 symbol=EURUSD price=1.5,100
1000000215,buy volume=345 symbol=EURUSD price=1.5,100
1000000216,buy volume=345 symbol=EURUSD price=1.5,100
1000000217,buy volume=345 symbol=EURUSD price=1.5,100
1000000218,buy volume=345 symbol=EURUSD price=1.5,100
1000000219,buy volume=345 symbol=EURUSD price=1.5,100
1000000220,buy volume=345 symbol=EURUSD price=1.5,100
1000000221,buy volume=345 symbol=EURUSD price=1.5,100
1000000222,buy volume=345 symbol=EURUSD price=1.5,100
1000000223,buy volume=345 symbol=EURUSD price=1.5,100
1000000224,buy volume=345 symbol=EURUSD price=1.5,100
1000000225,buy volume=345 symbol=EURUSD price=1.5,100
1000000226,buy volume=345 symbol=EURUSD price=1.5,100
1000000227,buy volume=345 symbol=EURUSD price=1.5,100
1000000228,buy volume=345 symbol=EURUSD price=1.5,100
1000000229,buy volume=345 symbol=EURUSD price=1.5,100
1000000230,buy volume=345 symbol=EURUSD price=1.5,100
1000000231,buy volume=345 symbol=EURUSD price=1.5,100
1000000232,buy volume=345 symbol=EURUSD price=1.5,100
1000000233,buy volume=345 symbol=EURUSD price=1.5,100
1000000234,buy volume=345 symbol=EURUSD price=1.5,100
1000000235,buy volume=345 symbol=EURUSD price=1.5,100
1000000236,buy volume=345 symbol=EURUSD price=1.5,100
1000000237,buy volume=345 symbol=EURUSD price=1.5,100
1000000238,buy volume=345 symbol=EURUSD price=1.5,100
1000000239,buy volume=345 symbol=EURUSD price=1.5,100
1000000240,buy volume=345 symbol=EURUSD price=1.5,100
1000000241,buy volume=345 symbol=EURUSD price=1.5,100
1000000242,buy volume=345 symbol=EURUSD price=1.5,100
1000000243,buy volume=345 symbol=EURUSD price=1.5,100
1000000244,buy volume=345 symbol=EURUSD price=1.5,100
1000000245,buy volume=345 symbol=EURUSD price=1.5,100
1000000246,buy volume=345 symbol=EURUSD price=1.5,100
1000000247,buy volume=345 symbol=EURUSD price=1.5,100
1000000248,buy volume=345 symbol=EURUSD price=1.5,100
1000000249,buy volume=345 symbol=EURUSD price=1.5,100
1000000250,buy volume=345 symbol=EURUSD price=1.5,100
1000000251,buy volume=345 symbol=EURUSD price=1.5,100
1000000252,buy volume=345 symbol=EURUSD price=1.5,100
1000000253,buy volume=345 symbol=EURUSD price=1.5,100
1000000254,buy volume=345 symbol=EURUSD price=1.5,100
1000000255,buy volume=345 symbol=EURUSD price=1.5,100
1000000256,buy volume=345 symbol=EURUSD price=1.5,100
1000000257,buy volume=345 symbol=EURUSD price=1.5,100
1000000258,buy volume=345 symbol=EURUSD price=1.5,100
1000000259,buy volume=345 symbol=EURUSD price=1.5,100
1000000260,buy volume=345 symbol=EURUSD price=1.5,100
1000000261,buy volume=345 symbol=EURUSD price=1.5,100
1000000262,buy volume=345 symbol=EURUSD price=1.5,100
1000000263,buy volume=345 symbol=EURUSD price=1.5,100
1000000264,buy volume=345 symbol=EURUSD price=1.5,100
1000000265,buy volume=345 symbol=EURUSD price=1.5,100
1000000266,buy volume=345 symbol=EURUSD price=1.5,100
1000000267,buy volume=345 symbol=EURUSD price=1.5,100
1000000268,buy volume=345 symbol=EURUSD price=1.5,100
1000000269,buy volume=345 symbol=EURUSD price=1.5,100
1000000270,buy volume=345 symbol=EURUSD price=1.5,100
1000000271,buy volume=345 symbol=EURUSD price=1.5,100
1000000272,buy volume=345 symbol=EURUSD price=1.5,100
1000000273,buy volume=345 symbol=EURUSD price=1.5,100
1000000274,buy volume=345 symbol=EURUSD price=1.5,100
1000000275,buy volume=345 symbol=EURUSD price=1.5,100
1000000276,buy volume=345 symbol=EURUSD price=1.5,100
1000000277,buy volume=345 symbol=EURUSD price=1.5,100
1000000278,buy volume=345 symbol=EURUSD price=1.5,100
1000000279,buy volume=345 symbol=EURUSD price=1.5,100
1000000280,buy volume=345 symbol=EURUSD price=1.5,100
1000000281,buy volume=345 symbol=EURUSD price=1.5,100
1000000282,buy volume=345 symbol=EURUSD price=1.5,100
1000000283,buy volume=345 symbol=EURUSD price=1.5,100
1000000284,buy volume=345 symbol=EURUSD price=1.5,100
1000000285,buy volume=345 symbol=EURUSD price=1.5,100
1000000286,buy volume=345 symbol=EURUSD price=1.5,100
1000000287,buy volume=345 symbol=EURUSD price=1.5,100
1000000288,buy volume=345 symbol=EURUSD price=1.5,100
1000000289,buy volume=345 symbol=EURUSD price=1.5,100
1000000290,buy volume=345 symbol=EURUSD price=1.5,100
1000000291,buy volume=345 symbol=EURUSD price=1.5,100
1000000292,buy volume=345 symbol=EURUSD price=1.5,100
1000000293,buy volume=345 symbol=EURUSD price=1.5,100
1000000294,buy volume=345 symbol=EURUSD price=1.5,100
1000000295,buy volume=345 symbol=EURUSD price=1.5,100
1000000296,buy volume=345 symbol=EURUSD price=1.5,100
1000000297,buy volume=345 symbol=EURUSD price=1.5,100
1000000298,buy volume=345 symbol=EURUSD price=1.5,100
1000000299,buy volume=345 symbol=EURUSD price=1.5,100
1000000300,buy volume=345 symbol=EURUSD price=1.5,100
1000000301,buy volume=345 symbol=EURUSD price=1.5,100
1000000302,buy volume=345 symbol=EURUSD price=1.5,100
1000000303,buy volume=345 symbol=EURUSD price=1.5,100
1000000304,buy volume=345 symbol=EURUSD price=1.5,100
1000000305,buy volume=345 symbol=EURUSD price=1.5,100
1000000306,buy volume=345 symbol=EURUSD price=1.5,100
1000000307,buy volume=345 symbol=EURUSD price=1.5,100
1000000308,buy volume=345 symbol=EURUSD price=1.5,100
1000000309,buy volume=345 symbol=EURUSD price=1.5,100
1000000310,buy volume=345 symbol=EURUSD price=1.5,100
1000000311,buy volume=345 symbol=EURUSD price=1.5,100
1000000312,buy volume=345 symbol=EURUSD price=1.5,100
1000000313,buy volume=345 symbol=EURUSD price=1.5,100
1000000314,buy volume=345 symbol=EURUSD price=1.5,100
1000000315,buy volume=345 symbol=EURUSD price=1.5,100
1000000316,buy volume=345 symbol=EURUSD price=1.5,100
1000000317,buy volume=345 symbol=EURUSD price=1.5,100
1000000318,buy volume=345 symbol=EURUSD price=1.5,100
1000000319,buy volume=345 symbol=EURUSD price=1.5,100
1000000320,buy volume=345 symbol=EURUSD price=1.5,100
1000000321,buy volume=345 symbol=EURUSD price=1.5,100
1000000322,buy volume=345 symbol=EURUSD price=1.5,100
1000000323,buy volume=345 symbol=EURUSD price=1.5,100
1000000324,buy volume=345 symbol=EURUSD price=1.5,100
1000000325,buy volume=345 symbol=EURUSD price=1.5,100
1000000326,buy volume=345 symbol=EURUSD price=1.5,100
1000000327,buy volume=345 symbol=EURUSD price=1.5,100
1000000328,buy volume=345 symbol=EURUSD price=1.5,100
1000000329,buy volume=345 symbol=EURUSD price=1.5,100
1000000330,buy volume=345 symbol=EURUSD price=1.5,100
1000000331,buy volume=345 symbol=EURUSD price=1.5,100
1000000332,buy volume=345 symbol=EURUSD price=1.5,100
1000000333,buy volume=345 symbol=EURUSD price=1.5,100
1000000334,buy volume=345 symbol=EURUSD price=1.5,100
1000000335,buy volume=345 symbol=EURUSD price=1.5,100
1000000336,buy volume=345 symbol=EURUSD price=1.5,100
1000000337,buy volume=345 symbol=EURUSD price=1.5,100
1000000338,buy volume=345 symbol=EURUSD price=1.5,100
1000000339,buy volume=345 symbol=EURUSD price=1.5,100
1000000340,buy volume=345 symbol=EURUSD price=1.5,100
1000000341,buy volume=345 symbol=EURUSD price=1.5,100
1000000342,buy volume=345 symbol=EURUSD price=1.5,100
1000000343,buy volume=345 symbol=EURUSD price=1.5,100
1000000344,buy volume=345 symbol=EURUSD price=1.5,100
1000000345,buy volume=345 symbol=EURUSD price=1.5,100
1000000346,buy volume=345 symbol=EURUSD price=1.5,100
1000000347,buy volume=345 symbol=EURUSD price=1.5,100
1000000348,buy volume=345 symbol=EURUSD price=1.5,100
1000000349,buy volume=345 symbol=EURUSD price=1.5,100
1000000350,buy volume=345 symbol=EURUSD price=1.5,100
1000000351,buy volume=345 symbol=EURUSD price=1.5,100
1000000352,buy volume=345 symbol=EURUSD price=1.5,100
1000000353,buy volume=345 symbol=EURUSD price=1.5,100
1000000354,buy volume=345 symbol=EURUSD price=1.5,100
1000000355,buy volume=345 symbol=EURUSD price=1.5,100
1000000356,buy volume=345 symbol=EURUSD price=1.5,100
1000000357,buy volume=345 symbol=EURUSD price=1.5,100
1000000358,buy volume=345 symbol=EURUSD price=1.5,100
1000000359,buy volume=345 symbol=EURUSD price=1.5,100
1000000360,buy volume=345 symbol=EURUSD price=1.5,100
1000000361,buy volume=345 symbol=EURUSD price=1.5,100
1000000362,buy volume=345 symbol=EURUSD price=1.5,100
1000000363,buy volume=345 symbol=EURUSD price=1.5,100
1000000364,buy volume=345 symbol=EURUSD price=1.5,100
1000000365,buy volume=345 symbol=EURUSD price=1.5,100
1000000366,buy volume=345 symbol=EURUSD price=1.5,100
1000000367,buy volume=345 symbol=EURUSD price=1.5,100
1000000368,buy volume=345 symbol=EURUSD price=1.5,100
1000000369,buy volume=345 symbol=EURUSD price=1.5,100
1000000370,buy volume=345 symbol=EURUSD price=1.5,100
1000000371,buy volume=345 symbol=EURUSD price=1.5,100
1000000372,buy volume=345 symbol=EURUSD price=1.5,100
1000000373,buy volume=345 symbol=EURUSD price=1.5,100
1000000374,buy volume=345 symbol=EURUSD price=1.5,100
1000000375,buy volume=345 symbol=EURUSD price=1.5,100
1000000376,buy volume=345 symbol=EURUSD price=1.5,100
1000000377,buy volume=345 symbol=EURUSD price=1.5,100
1000000378,buy volume=345 symbol=EURUSD price=1.5,100
1000000379,buy volume=345 symbol=EURUSD price=1.5,100
1000000380,buy volume=345 symbol=EURUSD price=1.5,100
1000000381,buy volume=345 symbol=EURUSD price=1.5,100
1000000382,buy volume=345 symbol=EURUSD price=1.5,100
1000000383,buy volume=345 symbol=EURUSD price=1.5,100
1000000384,buy volume=345 symbol=EURUSD price=1.5,100
1000000385,buy volume=345 symbol=EURUSD price=1.5,100
1000000386,buy volume=345 symbol=EURUSD price=1.5,100
1000000387,buy volume=345 symbol=EURUSD price=1.5,100
1000000388,buy volume=345 symbol=EURUSD price=1.5,100
1000000389,buy volume=345 symbol=EURUSD price=1.5,100
1000000390,buy volume=345 symbol=EURUSD price=1.5,100
1000000391,buy volume=345 symbol=EURUSD price=1.5,100
1000000392,buy volume=345 symbol=EURUSD price=1.5,100
1000000393,buy volume=345 symbol=EURUSD price=1.5,100
1000000394,buy volume=345 symbol=EURUSD price=1.5,100
1000000395,buy volume=345 symbol=EURUSD price=1.5,100
1000000396,buy volume=345 symbol=EURUSD price=1.5,100
1000000397,buy volume=345 symbol=EURUSD price=1.5,100
1000000398,buy volume=345 symbol=EURUSD price=1.5,100
1000000399,buy volume=345 symbol=EURUSD price=1.5,100
1000000400,buy volume=345 symbol=EURUSD price=1.5,100
1000000401,buy volume=345 symbol=EURUSD price=1.5,100
1000000402,buy volume=345 symbol=EURUSD price=1.5,100
1000000403,buy volume=345 symbol=EURUSD price=1.5,100
1000000404,buy volume=345 symbol=EURUSD price=1.5,100
1000000405,buy volume=345 symbol=EURUSD price=1.5,100
1000000406,buy volume=345 symbol=EURUSD price=1.5,100
1000000407,buy volume=345 symbol=EURUSD price=1.5,100
1000000408,buy volume=345 symbol=EURUSD price=1.5,100
1000000409,buy volume=345 symbol=EURUSD price=1.5,100
1000000410,buy volume=345 symbol=EURUSD price=1.5,100
1000000411,buy volume=345 symbol=EURUSD price=1.5,100
1000000412,buy volume=345 symbol=EURUSD price=1.5,100
1000000413,buy volume=345 symbol=EURUSD price=1.5,100
1000000414,buy volume=345 symbol=EURUSD price=1.5,100
1000000415,buy volume=345 symbol=EURUSD price=1.5,100
1000000416,buy volume=345 symbol=EURUSD price=1.5,100
1000000417,buy volume=345 symbol=EURUSD price=1.5,100
1000000418,buy volume=345 symbol=EURUSD price=1.5,100
1000000419,buy volume=345 symbol=EURUSD price=1.5,100
1000000420,buy volume=345 symbol=EURUSD price=1.5,100
1000000421,buy volume=345 symbol=EURUSD price=1.5,100
1000000422,buy volume=345 symbol=EURUSD price=1.5,100
1000000423,buy volume=345 symbol=EURUSD price=1.5,100
1000000424,buy volume=345 symbol=EURUSD price=1.5,100
1000000425,buy volume=345 symbol=EURUSD price=1.5,100
1000000426,buy volume=345 symbol=EURUSD price=1.5,100
1000000427,buy volume=345 symbol=EURUSD price=1.5,100
1000000428,buy volume=345 symbol=EURUSD price=1.5,100
1000000429,buy volume=345 symbol=EURUSD price=1.5,100
1000000430,buy volume=345 symbol=EURUSD price=1.5,100
1000000431,buy volume=345 symbol=EURUSD price=1.5,100
1000000432,buy volume=345 symbol=EURUSD price=1.5,100
1000000433,buy volume=345 symbol=EURUSD price=1.5,100
1000000434,buy volume=345 symbol=EURUSD price=1.5,100
1000000435,buy volume=345 symbol=EURUSD price=1.5,100
1000000436,buy volume=345 symbol=EURUSD price=1.5,100
1000000437,buy volume=345 symbol=EURUSD price=1.5,100
1000000438,buy volume=345 symbol=EURUSD price=1.5,100
1000000439,buy volume=345 symbol=EURUSD price=1.5,100
1000000440,buy volume=345 symbol=EURUSD price=1.5,100
1000000441,buy volume=345 symbol=EURUSD price=1.5,100
1000000442,buy volume=345 symbol=EURUSD price=1.5,100
1000000443,buy volume=345 symbol=EURUSD price=1.5,100
1000000444,buy volume=345 symbol=EURUSD price=1.5,100
1000000445,buy volume=345 symbol=EURUSD price=1.5,100
1000000446,buy volume=345 symbol=EURUSD price=1.5,100
1000000447,buy volume=345 symbol=EURUSD price=1.5,100
1000000448,buy volume=345 symbol=EURUSD price=1.5,100
1000000449,buy volume=345 symbol=EURUSD price=1.5,100
1000000450,buy volume=345 symbol=EURUSD price=1.5,100
1000000451,buy volume=345 symbol=EURUSD price=1.5,100
1000000452,buy volume=345 symbol=EURUSD price=1.5,100
1000000453,buy volume=345 symbol=EURUSD price=1.5,100
1000000454,buy volume=345 symbol=EURUSD price=1.5,100
1000000455,buy volume=345 symbol=EURUSD price=1.5,100
1000000456,buy volume=345 symbol=EURUSD price=1.5,100
1000000457,buy volume=345 symbol=EURUSD price=1.5,100
1000000458,buy volume=345 symbol=EURUSD price=1.5,100
1000000459,buy volume=345 symbol=EURUSD price=1.5,100
1000000460,buy volume=345 symbol=EURUSD price=1.5,100
1000000461,buy volume=345 symbol=EURUSD price=1.5,100
1000000462,buy volume=345 symbol=EURUSD price=1.5,100
1000000463,buy volume=345 symbol=EURUSD price=1.5,100
1000000464,buy volume=345 symbol=EURUSD price=1.5,100
1000000465,buy volume=345 symbol=EURUSD price=1.5,100
1000000466,buy volume=345 symbol=EURUSD price=1.5,100
1000000467,buy volume=345 symbol=EURUSD price=1.5,100
1000000468,buy volume=345 symbol=EURUSD price=1.5,100
1000000469,buy volume=345 symbol=EURUSD price=1.5,100
1000000470,buy volume=345 symbol=EURUSD price=1.5,100
1000000471,buy volume=345 symbol=EURUSD price=1.5,100
1000000472,buy volume=345 symbol=EURUSD price=1.5,100
1000000473,buy volume=345 symbol=EURUSD price=1.5,100
1000000474,buy volume=345 symbol=EURUSD price=1.5,100
1000000475,buy volume=345 symbol=EURUSD price=1.5,100
1000000476,buy volume=345 symbol=EURUSD price=1.5,100
1000000477,buy volume=345 symbol=EURUSD price=1.5,100
1000000478,buy volume=345 symbol=EURUSD price=1.5,100
1000000479,buy volume=345 symbol=EURUSD price=1.5,100
1000000480,buy volume=345 symbol=EURUSD price=1.5,100
