HiSource,LoSource,Section,Diff,Delta,Id,Position,Start,TimeStamp,End
CC,ARS,Default,48000.000000000,2000.000000000,72115973,-12000.000000000,5/5/2014 7:55:31 AM,5/5/2014 7:55:31 AM,5/5/2014 7:56:34 AM
CC,ARS,Clock,36000.000000000,2000.000000000,71961508,-50000.000000000,5/5/2014 6:11:34 AM,5/5/2014 6:11:34 AM,5/5/2014 6:12:37 AM
CC,ARS,Clock,36000.000000000,2000.000000000,71961808,-14000.000000000,5/5/2014 6:11:34 AM,5/5/2014 6:11:34 AM,5/5/2014 6:12:37 AM
CC,ARS,Default,36000.000000000,2000.000000000,71962643,-14000.000000000,5/5/2014 6:11:34 AM,5/5/2014 6:11:34 AM,5/5/2014 6:12:37 AM
CC,ARS,Clock,90000.000000000,0.000000000,72927787,-99000.000000000,5/5/2014 4:09:47 PM,5/5/2014 4:09:47 PM,5/5/2014 4:10:50 PM
CC,ARS,Clock,90000.000000000,0.000000000,72928243,-9000.000000000,5/5/2014 4:09:47 PM,5/5/2014 4:09:47 PM,5/5/2014 4:10:50 PM
CC,ARS,Default,90000.000000000,0.000000000,72928964,-9000.000000000,5/5/2014 4:09:47 PM,5/5/2014 4:09:47 PM,5/5/2014 4:10:50 PM
CC,ARS,Clock,90000.000000000,0.000000000,72929501,-99000.000000000,5/5/2014 4:10:50 PM,5/5/2014 4:10:50 PM,5/5/2014 4:11:52 PM
CC,ARS,Clock,90000.000000000,0.000000000,72929957,-9000.000000000,5/5/2014 4:10:50 PM,5/5/2014 4:10:50 PM,5/5/2014 4:11:52 PM
CC,ARS,Default,90000.000000000,0.000000000,72930858,-9000.000000000,5/5/2014 4:10:50 PM,5/5/2014 4:10:50 PM,5/5/2014 4:11:52 PM
CC,ARS,Clock,90000.000000000,0.000000000,72931259,-99000.000000000,5/5/2014 4:11:52 PM,5/5/2014 4:11:52 PM,5/5/2014 4:12:54 PM
CC,ARS,Clock,90000.000000000,0.000000000,72931716,-9000.000000000,5/5/2014 4:11:52 PM,5/5/2014 4:11:52 PM,5/5/2014 4:12:54 PM
CC,ARS,Default,90000.000000000,0.000000000,72932361,-9000.000000000,5/5/2014 4:11:52 PM,5/5/2014 4:11:52 PM,5/5/2014 4:12:54 PM
CC,ARS,Clock,90000.000000000,0.000000000,72932940,-99000.000000000,5/5/2014 4:12:54 PM,5/5/2014 4:12:54 PM,5/5/2014 4:13:57 PM
CC,ARS,Clock,90000.000000000,0.000000000,72933397,-9000.000000000,5/5/2014 4:12:54 PM,5/5/2014 4:12:54 PM,5/5/2014 4:13:57 PM
CC,ARS,Default,90000.000000000,0.000000000,72934189,-9000.000000000,5/5/2014 4:12:54 PM,5/5/2014 4:12:54 PM,5/5/2014 4:13:57 PM
CC,ARS,Clock,90000.000000000,0.000000000,72934643,-99000.000000000,5/5/2014 4:13:57 PM,5/5/2014 4:13:57 PM,5/5/2014 4:14:59 PM
CC,ARS,Clock,90000.000000000,0.000000000,72935100,-9000.000000000,5/5/2014 4:13:57 PM,5/5/2014 4:13:57 PM,5/5/2014 4:14:59 PM
CC,ARS,Default,90000.000000000,0.000000000,72935937,-9000.000000000,5/5/2014 4:13:57 PM,5/5/2014 4:13:57 PM,5/5/2014 4:14:59 PM
CC,ARS,Clock,90000.000000000,0.000000000,72936335,-99000.000000000,5/5/2014 4:14:59 PM,5/5/2014 4:14:59 PM,5/5/2014 4:16:02 PM
CC,ARS,Clock,90000.000000000,0.000000000,72936793,-9000.000000000,5/5/2014 4:14:59 PM,5/5/2014 4:14:59 PM,5/5/2014 4:16:02 PM
CC,ARS,Default,90000.000000000,0.000000000,72937808,-9000.000000000,5/5/2014 4:14:59 PM,5/5/2014 4:14:59 PM,5/5/2014 4:16:02 PM
CC,ARS,Clock,90000.000000000,0.000000000,72938050,-99000.000000000,5/5/2014 4:16:02 PM,5/5/2014 4:16:02 PM,5/5/2014 4:17:04 PM
CC,ARS,Clock,90000.000000000,0.000000000,72938508,-9000.000000000,5/5/2014 4:16:02 PM,5/5/2014 4:16:02 PM,5/5/2014 4:17:04 PM
CC,ARS,Default,90000.000000000,0.000000000,72938963,-9000.000000000,5/5/2014 4:16:02 PM,5/5/2014 4:16:02 PM,5/5/2014 4:17:04 PM
CC,ARS,Clock,90000.000000000,0.000000000,72939721,-99000.000000000,5/5/2014 4:17:04 PM,5/5/2014 4:17:04 PM,5/5/2014 4:18:06 PM
CC,ARS,Clock,90000.000000000,0.000000000,72940179,-9000.000000000,5/5/2014 4:17:04 PM,5/5/2014 4:17:04 PM,5/5/2014 4:18:06 PM
CC,ARS,Default,90000.000000000,0.000000000,72940566,-9000.000000000,5/5/2014 4:17:04 PM,5/5/2014 4:17:04 PM,5/5/2014 4:18:06 PM
CC,ARS,Clock,90000.000000000,0.000000000,72941392,-99000.000000000,5/5/2014 4:18:06 PM,5/5/2014 4:18:06 PM,5/5/2014 4:19:09 PM
CC,ARS,Clock,90000.000000000,0.000000000,72941850,-9000.000000000,5/5/2014 4:18:06 PM,5/5/2014 4:18:06 PM,5/5/2014 4:19:09 PM
CC,ARS,Default,90000.000000000,0.000000000,72942202,-9000.000000000,5/5/2014 4:18:06 PM,5/5/2014 4:18:06 PM,5/5/2014 4:19:09 PM
CC,ARS,Clock,90000.000000000,0.000000000,72943118,-99000.000000000,5/5/2014 4:19:09 PM,5/5/2014 4:19:09 PM,5/5/2014 4:20:11 PM
CC,ARS,Clock,90000.000000000,0.000000000,72943576,-9000.000000000,5/5/2014 4:19:09 PM,5/5/2014 4:19:09 PM,5/5/2014 4:20:11 PM
CC,ARS,Default,90000.000000000,0.000000000,72943995,-9000.000000000,5/5/2014 4:19:09 PM,5/5/2014 4:19:09 PM,5/5/2014 4:20:11 PM
CC,ARS,Clock,90000.000000000,0.000000000,72944854,-99000.000000000,5/5/2014 4:20:11 PM,5/5/2014 4:20:11 PM,5/5/2014 4:21:14 PM
CC,ARS,Clock,90000.000000000,0.000000000,72945312,-9000.000000000,5/5/2014 4:20:11 PM,5/5/2014 4:20:11 PM,5/5/2014 4:21:14 PM
CC,ARS,Default,90000.000000000,0.000000000,72945721,-9000.000000000,5/5/2014 4:20:11 PM,5/5/2014 4:20:11 PM,5/5/2014 4:21:14 PM
