HiSource,LoSource,Section,Diff,Delta,Id,Position,Start,TimeStamp,End
ECN,ARS,Deal,475000.000000000,199000.000000000,72594914,-397000.000000000,5/5/2014 12:55:03 PM,5/5/2014 12:55:18 PM,5/5/2014 12:56:06 PM
ECN,ARS,Deal,475000.000000000,199000.000000000,72594915,-824000.000000000,5/5/2014 12:55:03 PM,5/5/2014 12:55:18 PM,5/5/2014 12:56:06 PM
ECN,ARS,Deal,475000.000000000,199000.000000000,72594916,-396000.000000000,5/5/2014 12:55:03 PM,5/5/2014 12:55:18 PM,5/5/2014 12:56:06 PM
ECN,ARS,Deal,475000.000000000,199000.000000000,72594917,-395000.000000000,5/5/2014 12:55:03 PM,5/5/2014 12:55:18 PM,5/5/2014 12:56:06 PM
ECN,ARS,Deal,475000.000000000,199000.000000000,72594918,-394000.000000000,5/5/2014 12:55:03 PM,5/5/2014 12:55:18 PM,5/5/2014 12:56:06 PM
ECN,ARS,Deal,475000.000000000,199000.000000000,72594991,-384000.000000000,5/5/2014 12:55:03 PM,5/5/2014 12:55:45 PM,5/5/2014 12:56:06 PM
ECN,ARS,Deal,475000.000000000,199000.000000000,72594992,-814000.000000000,5/5/2014 12:55:03 PM,5/5/2014 12:55:45 PM,5/5/2014 12:56:06 PM
ECN,ARS,Deal,475000.000000000,199000.000000000,72595028,-381000.000000000,5/5/2014 12:55:03 PM,5/5/2014 12:55:56 PM,5/5/2014 12:56:06 PM
ECN,ARS,Deal,475000.000000000,199000.000000000,72595030,-811000.000000000,5/5/2014 12:55:03 PM,5/5/2014 12:55:56 PM,5/5/2014 12:56:06 PM
CC,ARS,Clock,474999.999999998,148000.000000002,72788448,242000.000000000,5/5/2014 2:45:28 PM,5/5/2014 2:45:28 PM,5/5/2014 2:46:30 PM
CC,ARS,Clock,474999.999999998,148000.000000002,72788897,-717000.000000000,5/5/2014 2:45:28 PM,5/5/2014 2:45:28 PM,5/5/2014 2:46:30 PM
CC,ARS,Default,474999.999999998,148000.000000002,72789601,-716999.999999998,5/5/2014 2:45:28 PM,5/5/2014 2:45:28 PM,5/5/2014 2:46:30 PM
CC,ARS,Clock,293999.999999999,130000.000000000,72333319,-210000.000000000,5/5/2014 10:15:55 AM,5/5/2014 10:15:55 AM,5/5/2014 10:16:58 AM
CC,ARS,Clock,293999.999999999,130000.000000000,72333724,-504000.000000000,5/5/2014 10:15:55 AM,5/5/2014 10:15:55 AM,5/5/2014 10:16:58 AM
CC,ARS,Default,293999.999999999,130000.000000000,72334012,-503999.999999999,5/5/2014 10:15:55 AM,5/5/2014 10:15:55 AM,5/5/2014 10:16:58 AM
CC,ARS,Clock,578999.999999998,128000.000000002,72720637,138000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:04:50 PM,5/5/2014 2:05:53 PM
CC,ARS,Clock,578999.999999998,128000.000000002,72721079,-717000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:04:50 PM,5/5/2014 2:05:53 PM
CC,ARS,Default,578999.999999998,128000.000000002,72721731,-716999.999999998,5/5/2014 2:04:50 PM,5/5/2014 2:04:50 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722169,136000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:06 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722173,134000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:06 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722174,-719000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:06 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722175,132000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:06 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722177,130000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:06 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722218,-720000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:22 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722219,129000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:22 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722222,128000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:22 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722223,127000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:22 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722238,128000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:27 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722239,-719000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:27 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722240,129000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:27 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722241,130000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:27 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722242,131000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:27 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722243,132000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:27 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722247,133000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:27 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722248,134000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:27 PM,5/5/2014 2:05:53 PM
CC,ARS,Deal,578999.999999998,128000.000000002,72722249,135000.000000000,5/5/2014 2:04:50 PM,5/5/2014 2:05:27 PM,5/5/2014 2:05:53 PM
CC,ARS,Clock,305999.999999999,127000.000000000,73032514,263000.000000000,5/5/2014 5:14:14 PM,5/5/2014 5:14:14 PM,5/5/2014 5:15:16 PM
CC,ARS,Clock,305999.999999999,127000.000000000,73032972,-569000.000000000,5/5/2014 5:14:14 PM,5/5/2014 5:14:14 PM,5/5/2014 5:15:16 PM
CC,ARS,Default,305999.999999999,127000.000000000,73033525,-568999.999999999,5/5/2014 5:14:14 PM,5/5/2014 5:14:14 PM,5/5/2014 5:15:16 PM
CC,ARS,Clock,19000.000000001,80000.000000000,71774906,-468000.000000000,5/5/2014 3:47:13 AM,5/5/2014 3:47:13 AM,5/5/2014 3:48:16 AM
CC,ARS,Clock,19000.000000001,80000.000000000,71775165,-449000.000000000,5/5/2014 3:47:13 AM,5/5/2014 3:47:13 AM,5/5/2014 3:48:16 AM
CC,ARS,Default,19000.000000001,80000.000000000,71776079,-448999.999999999,5/5/2014 3:47:13 AM,5/5/2014 3:47:13 AM,5/5/2014 3:48:16 AM
CC,ARS,Clock,277999.999999998,79000.000000001,72403652,-267000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:01:40 AM,5/5/2014 11:02:42 AM
CC,ARS,Clock,277999.999999998,79000.000000001,72404061,-545000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:01:40 AM,5/5/2014 11:02:42 AM
CC,ARS,Default,277999.999999998,79000.000000001,72405050,-544999.999999998,5/5/2014 11:01:40 AM,5/5/2014 11:01:40 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405107,-271000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:01:45 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405108,-549000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:01:45 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405154,-550000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:02:02 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405155,-272000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:02:02 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405156,-273000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:02:02 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405157,-274000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:02:02 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405158,-275000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:02:02 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405170,-285000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:02:07 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405186,-295000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:02:07 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405187,-560000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:02:07 AM,5/5/2014 11:02:42 AM
CC,ARS,Deal,277999.999999998,79000.000000001,72405188,-305000.000000000,5/5/2014 11:01:40 AM,5/5/2014 11:02:07 AM,5/5/2014 11:02:42 AM
CC,ARS,Clock,678999.999999999,66000.000000000,72577310,-158000.000000000,5/5/2014 12:45:42 PM,5/5/2014 12:45:42 PM,5/5/2014 12:46:44 PM
CC,ARS,Clock,678999.999999999,66000.000000000,72577737,-837000.000000000,5/5/2014 12:45:42 PM,5/5/2014 12:45:42 PM,5/5/2014 12:46:44 PM
CC,ARS,Default,678999.999999999,66000.000000000,72578121,-836999.999999999,5/5/2014 12:45:42 PM,5/5/2014 12:45:42 PM,5/5/2014 12:46:44 PM
CC,ARS,Clock,80999.999999998,60000.000000004,71544971,-86000.000000000,5/5/2014 12:38:00 AM,5/5/2014 12:38:00 AM,5/5/2014 12:39:02 AM
CC,ARS,Clock,80999.999999998,60000.000000004,71545075,5000.000000000,5/5/2014 12:38:00 AM,5/5/2014 12:38:00 AM,5/5/2014 12:39:02 AM
CC,ARS,Default,80999.999999998,60000.000000004,71545448,5000.000000002,5/5/2014 12:38:00 AM,5/5/2014 12:38:00 AM,5/5/2014 12:39:02 AM
ECN,ARS,Clock,256000.000000000,55000.000000000,72064571,116000.000000000,5/5/2014 7:22:16 AM,5/5/2014 7:22:16 AM,5/5/2014 7:23:18 AM
ECN,ARS,Clock,256000.000000000,55000.000000000,72064924,-372000.000000000,5/5/2014 7:22:16 AM,5/5/2014 7:22:16 AM,5/5/2014 7:23:18 AM
ECN,ARS,Default,256000.000000000,55000.000000000,72065284,-372000.000000000,5/5/2014 7:22:16 AM,5/5/2014 7:22:16 AM,5/5/2014 7:23:18 AM
CC,ARS,Clock,194999.999999998,54000.000000001,72081829,172000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:33:42 AM,5/5/2014 7:34:44 AM
CC,ARS,Clock,194999.999999998,54000.000000001,72082191,-367000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:33:42 AM,5/5/2014 7:34:44 AM
CC,ARS,Default,194999.999999998,54000.000000001,72082777,-366999.999999998,5/5/2014 7:33:42 AM,5/5/2014 7:33:42 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083253,177000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:33:52 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083254,-362000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:33:52 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083365,176000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:30 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083366,-363000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:30 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083383,178000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083385,-361000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083386,180000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083387,-359000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083388,181000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083389,182000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083390,183000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083391,184000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083392,185000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083393,186000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083394,188000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Deal,194999.999999998,54000.000000001,72083395,189000.000000000,5/5/2014 7:33:42 AM,5/5/2014 7:34:35 AM,5/5/2014 7:34:44 AM
CC,ARS,Clock,321999.999999999,50000.000000000,72123492,85000.000000000,5/5/2014 8:00:43 AM,5/5/2014 8:00:43 AM,5/5/2014 8:01:45 AM
CC,ARS,Clock,321999.999999999,50000.000000000,72123860,-407000.000000000,5/5/2014 8:00:43 AM,5/5/2014 8:00:43 AM,5/5/2014 8:01:45 AM
